country,iso3c,region,cod_dep_inei,cod_dep_reniec,iso_3166_2_code,date,confirmed,deaths,recovered,negative_cases,pcr_positivo,prueba_rapida_positivo,pcr_prapida_positivo,pob_2017
Peru,PER,NA,NA,NA,NA,2020-03-06,1,NA,NA,154,NA,NA,NA,NA
Peru,PER,NA,NA,NA,NA,2020-03-07,6,NA,NA,213,NA,NA,NA,NA
Peru,PER,NA,NA,NA,NA,2020-03-09,9,NA,NA,309,NA,NA,NA,NA
Peru,PER,NA,NA,NA,NA,2020-03-10,11,NA,NA,335,NA,NA,NA,NA
Peru,PER,NA,NA,NA,NA,2020-03-11,17,NA,NA,697,NA,NA,NA,NA
Peru,PER,NA,NA,NA,NA,2020-03-12,22,NA,NA,883,NA,NA,NA,NA
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-13,2,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-13,1,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-13,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-13,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LIMA,15,14,PE-LIM,2020-03-13,32,NA,NA,NA,NA,NA,NA,9485405
Peru,PER,NA,NA,NA,NA,2020-03-13,38,NA,NA,1194,NA,NA,NA,NA
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-14,2,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-14,1,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-14,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-14,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LIMA,15,14,PE-LIM,2020-03-14,37,NA,NA,NA,NA,NA,NA,9485405
Peru,PER,NA,NA,NA,NA,2020-03-14,43,NA,NA,1502,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-15,1,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-15,2,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-15,2,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-15,1,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-15,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-15,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-15,1,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-15,1,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-15,58,NA,NA,NA,NA,NA,NA,9485405
Peru,PER,PIURA,20,19,PE-PIU,2020-03-15,2,NA,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-15,71,NA,NA,1751,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-16,1,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-16,2,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-16,3,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-16,1,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-16,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-16,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-16,1,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-16,3,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-16,70,NA,1,NA,NA,NA,NA,9485405
Peru,PER,PIURA,20,19,PE-PIU,2020-03-16,2,NA,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-16,86,NA,1,2229,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-17,1,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-17,2,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-17,4,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-17,1,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-17,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-17,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-17,1,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-17,6,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-17,96,NA,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-17,1,NA,NA,NA,NA,NA,NA,883510
Peru,PER,PIURA,20,19,PE-PIU,2020-03-17,2,NA,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-17,117,NA,1,2680,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-18,2,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-18,2,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-18,5,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-18,1,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-18,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-18,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-18,2,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-18,6,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-18,111,NA,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-18,10,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-18,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-18,2,NA,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-18,145,NA,1,2930,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-19,3,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-19,3,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-19,5,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-19,4,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-19,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-19,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-19,2,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-19,6,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-19,194,3,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-19,11,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-19,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-19,2,NA,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-19,234,3,1,3607,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-20,4,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-20,3,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-20,5,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-20,4,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-20,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-20,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-20,9,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-20,2,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-20,6,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-20,212,4,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-20,12,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-20,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-20,2,NA,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-20,263,4,1,4035,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-21,4,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-21,4,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-21,6,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-21,4,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-21,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-21,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-21,10,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-21,5,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-21,8,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-21,241,4,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-21,14,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-21,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-21,18,1,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-21,318,5,1,5891,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-22,4,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-22,7,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-22,6,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-22,4,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-22,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-22,1,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-22,10,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-22,5,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-22,8,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-22,278,4,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-22,16,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-22,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-22,19,1,NA,NA,NA,NA,NA,1856809
Peru,PER,NA,NA,NA,NA,2020-03-22,361,5,1,5821,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-23,4,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-23,7,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-23,8,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-23,6,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-23,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-23,2,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-23,10,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-23,4,NA,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-23,8,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-23,307,4,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-23,16,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-23,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-23,19,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-23,1,NA,NA,NA,NA,NA,NA,813381
Peru,PER,NA,NA,NA,NA,2020-03-23,395,5,1,6269,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-24,4,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-24,9,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-24,8,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-24,6,NA,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-24,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-24,2,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-24,10,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-24,5,1,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-24,8,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-24,322,5,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-24,16,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-24,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-24,19,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-24,1,NA,NA,NA,NA,NA,NA,813381
Peru,PER,TUMBES,24,23,PE-TUM,2020-03-24,3,NA,NA,NA,NA,NA,NA,224863
Peru,PER,NA,NA,NA,NA,2020-03-24,416,7,1,6597,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-25,5,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-25,10,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CAJAMARCA,06,06,PE-CAJ,2020-03-25,1,NA,NA,NA,NA,NA,NA,1341012
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-25,10,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-25,10,1,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-25,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-25,2,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-25,11,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-25,6,1,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-25,12,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-25,369,6,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-25,18,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-25,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-25,19,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-25,1,NA,NA,NA,NA,NA,NA,813381
Peru,PER,TUMBES,24,23,PE-TUM,2020-03-25,3,NA,NA,NA,NA,NA,NA,224863
Peru,PER,NA,NA,NA,NA,2020-03-25,480,9,1,7560,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-26,6,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-26,15,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CAJAMARCA,06,06,PE-CAJ,2020-03-26,1,NA,NA,NA,NA,NA,NA,1341012
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-26,15,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-26,10,1,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-26,2,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-26,3,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-26,11,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-26,9,1,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-26,12,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-26,453,6,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-26,18,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-26,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PIURA,20,19,PE-PIU,2020-03-26,20,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-26,1,NA,NA,NA,NA,NA,NA,813381
Peru,PER,TUMBES,24,23,PE-TUM,2020-03-26,3,NA,NA,NA,NA,NA,NA,224863
Peru,PER,NA,NA,NA,NA,2020-03-26,580,9,14,8639,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-27,6,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-27,15,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CAJAMARCA,06,06,PE-CAJ,2020-03-27,1,NA,NA,NA,NA,NA,NA,1341012
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-27,17,NA,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-27,10,1,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-27,4,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-27,3,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-27,12,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-27,9,2,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-27,13,NA,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-27,494,7,1,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-27,23,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-27,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PASCO,19,18,PE-PAS,2020-03-27,1,NA,NA,NA,NA,NA,NA,254065
Peru,PER,PIURA,20,19,PE-PIU,2020-03-27,20,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-27,1,NA,NA,NA,NA,NA,NA,813381
Peru,PER,TUMBES,24,23,PE-TUM,2020-03-27,5,NA,NA,NA,NA,NA,NA,224863
Peru,PER,NA,NA,NA,NA,2020-03-27,635,11,16,9430,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-28,6,NA,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-28,15,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,CAJAMARCA,06,06,PE-CAJ,2020-03-28,1,NA,NA,NA,NA,NA,NA,1341012
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-28,18,1,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-28,11,2,5,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-28,4,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-28,4,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-28,12,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-28,10,2,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-28,15,1,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-28,518,9,11,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-28,27,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-28,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PASCO,19,18,PE-PAS,2020-03-28,1,NA,NA,NA,NA,NA,NA,254065
Peru,PER,PIURA,20,19,PE-PIU,2020-03-28,20,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-28,2,NA,NA,NA,NA,NA,NA,813381
Peru,PER,TUMBES,24,23,PE-TUM,2020-03-28,6,NA,NA,NA,NA,NA,NA,224863
Peru,PER,NA,NA,NA,NA,2020-03-28,671,16,16,10225,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-29,6,1,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-29,15,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,AYACUCHO,05,05,PE-AYA,2020-03-29,1,NA,NA,NA,NA,NA,NA,616176
Peru,PER,CAJAMARCA,06,06,PE-CAJ,2020-03-29,1,NA,NA,NA,NA,NA,NA,1341012
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-29,29,1,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-29,17,2,5,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-29,4,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-29,5,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-29,13,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-29,13,2,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-29,22,1,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-29,639,10,11,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-29,52,NA,NA,NA,NA,NA,NA,883510
Peru,PER,MADRE DE DIOS,17,16,PE-MDD,2020-03-29,1,NA,NA,NA,NA,NA,NA,141070
Peru,PER,PASCO,19,18,PE-PAS,2020-03-29,1,NA,NA,NA,NA,NA,NA,254065
Peru,PER,PIURA,20,19,PE-PIU,2020-03-29,21,1,NA,NA,NA,NA,NA,1856809
Peru,PER,SAN MARTIN,22,21,PE-SAM,2020-03-29,3,NA,NA,NA,NA,NA,NA,813381
Peru,PER,TACNA,23,22,PE-TAC,2020-03-29,1,NA,NA,NA,NA,NA,NA,329332
Peru,PER,TUMBES,24,23,PE-TUM,2020-03-29,8,NA,NA,NA,NA,NA,NA,224863
Peru,PER,NA,NA,NA,NA,2020-03-29,852,18,16,11817,NA,NA,NA,NA
Peru,PER,ANCASH,02,02,PE-ANC,2020-03-30,11,1,NA,NA,NA,NA,NA,1083519
Peru,PER,AREQUIPA,04,04,PE-ARE,2020-03-30,21,NA,NA,NA,NA,NA,NA,1382730
Peru,PER,AYACUCHO,05,05,PE-AYA,2020-03-30,1,NA,NA,NA,NA,NA,NA,616176
Peru,PER,CAJAMARCA,06,06,PE-CAJ,2020-03-30,1,NA,NA,NA,NA,NA,NA,1341012
Peru,PER,CALLAO,07,24,PE-CAL,2020-03-30,24,2,NA,NA,NA,NA,NA,994494
Peru,PER,CUSCO,08,07,PE-CUS,2020-03-30,25,2,NA,NA,NA,NA,NA,1205527
Peru,PER,HUANUCO,10,09,PE-HUC,2020-03-30,4,NA,NA,NA,NA,NA,NA,721047
Peru,PER,ICA,11,10,PE-ICA,2020-03-30,5,NA,NA,NA,NA,NA,NA,850765
Peru,PER,JUNIN,12,11,PE-JUN,2020-03-30,13,NA,NA,NA,NA,NA,NA,1246038
Peru,PER,LA LIBERTAD,13,12,PE-LAL,2020-03-30,15,2,NA,NA,NA,NA,NA,1778080
Peru,PER,LAMBAYEQUE,14,13,PE-LAM,2020-03-30,22,1,NA,NA,NA,NA,NA,1197260
Peru,PER,LIMA,15,14,PE-LIM,2020-03-30,718,13,11,NA,NA,NA,NA,9485405
Peru,PER,LORETO,16,15,PE-LOR,2020-03-30,53,2,NA,NA,NA,NA,NA,883510
